0, 0, Header, 1, 4, 1024
1, 0, Start_track
1, 0, SMPTE_offset, 96, 0, 0, 0, 0
1, 0, Time_signature, 4, 2, 24, 8
1, 0, Key_signature, -2, "major"
1, 0, Tempo, 508474
1, 0, Tempo, 550461
1, 0, Tempo, 550542
1, 47104, Tempo, 550542
1, 47360, Tempo, 555620
1, 47616, Tempo, 558343
1, 47872, Tempo, 560792
1, 48128, Tempo, 563571
1, 48384, Tempo, 566062
1, 48640, Tempo, 568893
1, 48896, Tempo, 574316
1, 49408, Tempo, 550542
1, 100352, Tempo, 550542
1, 100608, Tempo, 555620
1, 100864, Tempo, 558343
1, 101120, Tempo, 560792
1, 101376, Tempo, 563571
1, 101632, Tempo, 566062
1, 101888, Tempo, 568893
1, 102144, Tempo, 574316
1, 102656, Tempo, 550542
1, 108544, Tempo, 550542
1, 108800, Tempo, 555620
1, 109056, Tempo, 558343
1, 109312, Tempo, 560792
1, 109568, Tempo, 563571
1, 109824, Tempo, 566062
1, 110080, Tempo, 568893
1, 110336, Tempo, 574316
1, 110848, Tempo, 550542
1, 129024, Tempo, 550542
1, 129280, Tempo, 555620
1, 129536, Tempo, 558343
1, 129792, Tempo, 560792
1, 130048, Tempo, 563571
1, 130304, Tempo, 566062
1, 130560, Tempo, 568893
1, 130816, Tempo, 574316
1, 131328, Tempo, 550542
1, 145408, Tempo, 550542
1, 145664, Tempo, 555620
1, 145920, Tempo, 558343
1, 146176, Tempo, 560792
1, 146432, Tempo, 563571
1, 146688, Tempo, 566062
1, 146944, Tempo, 568893
1, 147200, Tempo, 574316
1, 147712, Tempo, 550542
1, 161792, Tempo, 550542
1, 162048, Tempo, 553215
1, 162304, Tempo, 555620
1, 162560, Tempo, 555620
1, 162816, Tempo, 558343
1, 163072, Tempo, 558343
1, 163328, Tempo, 560792
1, 163584, Tempo, 563571
1, 163840, Tempo, 550542
1, 165888, Tempo, 550542
1, 166144, Tempo, 555620
1, 166400, Tempo, 558343
1, 166656, Tempo, 560792
1, 166912, Tempo, 563571
1, 167168, Tempo, 566062
1, 167424, Tempo, 568893
1, 167680, Tempo, 574316
1, 168192, Tempo, 550542
1, 174080, Tempo, 550542
1, 174336, Tempo, 555620
1, 174592, Tempo, 558343
1, 174848, Tempo, 560792
1, 175104, Tempo, 563571
1, 175360, Tempo, 566062
1, 175616, Tempo, 568893
1, 175872, Tempo, 574316
1, 176384, Tempo, 550542
1, 194560, Tempo, 550542
1, 194816, Tempo, 555620
1, 195072, Tempo, 558343
1, 195328, Tempo, 560792
1, 195584, Tempo, 563571
1, 195840, Tempo, 566062
1, 196096, Tempo, 568893
1, 196352, Tempo, 574316
1, 196864, Tempo, 550542
1, 219136, Tempo, 550542
1, 219392, Tempo, 555620
1, 219648, Tempo, 558343
1, 219904, Tempo, 560792
1, 220160, Tempo, 563571
1, 220416, Tempo, 566062
1, 220672, Tempo, 568893
1, 220928, Tempo, 574316
1, 221440, Tempo, 550542
1, 268288, Tempo, 550542
1, 268544, Tempo, 553215
1, 268800, Tempo, 555620
1, 269056, Tempo, 555620
1, 269312, Tempo, 558343
1, 269568, Tempo, 558343
1, 269824, Tempo, 560792
1, 270080, Tempo, 563571
1, 270336, Tempo, 550542
1, 272384, Tempo, 550542
1, 272640, Tempo, 555620
1, 272896, Tempo, 558343
1, 273152, Tempo, 560792
1, 273408, Tempo, 563571
1, 273664, Tempo, 566062
1, 273920, Tempo, 568893
1, 274176, Tempo, 574316
1, 274688, Tempo, 550542
1, 280576, Tempo, 550542
1, 280832, Tempo, 555620
1, 281088, Tempo, 558343
1, 281344, Tempo, 560792
1, 281600, Tempo, 563571
1, 281856, Tempo, 566062
1, 282112, Tempo, 568893
1, 282368, Tempo, 574316
1, 282880, Tempo, 550542
1, 321536, Tempo, 550542
1, 321792, Tempo, 555620
1, 322048, Tempo, 558343
1, 322304, Tempo, 560792
1, 322560, Tempo, 563571
1, 322816, Tempo, 566062
1, 323072, Tempo, 568893
1, 323328, Tempo, 574316
1, 323840, Tempo, 550542
1, 329728, Tempo, 550542
1, 329984, Tempo, 555620
1, 330240, Tempo, 558343
1, 330496, Tempo, 560792
1, 330752, Tempo, 563571
1, 331008, Tempo, 566062
1, 331264, Tempo, 568893
1, 331520, Tempo, 574316
1, 332032, Tempo, 550542
1, 343548, End_track
2, 0, Start_track
2, 0, Unknown_meta_event, 9, 22, 83, 109, 97, 114, 116, 77, 117, 115, 105, 99, 32, 83, 111, 102, 116, 83, 121, 110, 116, 104, 32, 49
2, 0, Title_t, "Flute"
2, 0, Program_c, 0, 73
2, 0, Control_c, 0, 7, 101
2, 0, Control_c, 0, 10, 14
2, 0, Control_c, 0, 7, 102
2, 3, Control_c, 0, 100, 0
2, 3, Control_c, 0, 101, 0
2, 4, Control_c, 0, 6, 12
2, 5, Control_c, 0, 38, 0
2, 10, Control_c, 0, 7, 90
2, 10, Note_on_c, 0, 82, 60
2, 484, Note_off_c, 0, 82, 0
2, 546, Note_on_c, 0, 70, 75
2, 992, Note_off_c, 0, 70, 0
2, 1559, Note_on_c, 0, 73, 55
2, 1750, Note_off_c, 0, 73, 0
2, 1807, Note_on_c, 0, 70, 55
2, 2012, Note_off_c, 0, 70, 0
2, 2069, Note_on_c, 0, 76, 55
2, 2242, Control_c, 0, 7, 91
2, 2342, Control_c, 0, 7, 92
2, 2442, Control_c, 0, 7, 94
2, 2542, Control_c, 0, 7, 96
2, 2642, Control_c, 0, 7, 97
2, 2742, Control_c, 0, 7, 99
2, 2842, Control_c, 0, 7, 100
2, 2942, Control_c, 0, 7, 101
2, 3057, Control_c, 0, 7, 102
2, 3156, Control_c, 0, 7, 101
2, 3255, Control_c, 0, 7, 100
2, 3354, Control_c, 0, 7, 99
2, 3453, Control_c, 0, 7, 97
2, 3552, Control_c, 0, 7, 96
2, 3651, Control_c, 0, 7, 94
2, 3750, Control_c, 0, 7, 92
2, 3849, Control_c, 0, 7, 91
2, 3948, Control_c, 0, 7, 90
2, 4100, Note_on_c, 0, 77, 50
2, 4147, Note_off_c, 0, 76, 0
2, 4399, Control_c, 0, 7, 88
2, 4495, Control_c, 0, 7, 86
2, 4591, Control_c, 0, 7, 85
2, 4687, Control_c, 0, 7, 83
2, 4783, Control_c, 0, 7, 82
2, 4879, Control_c, 0, 7, 80
2, 4975, Control_c, 0, 7, 78
2, 5071, Control_c, 0, 7, 77
2, 5167, Control_c, 0, 7, 75
2, 5263, Control_c, 0, 7, 74
2, 5359, Control_c, 0, 7, 72
2, 5455, Control_c, 0, 7, 70
2, 5551, Control_c, 0, 7, 69
2, 5647, Control_c, 0, 7, 67
2, 5743, Control_c, 0, 7, 66
2, 5839, Control_c, 0, 7, 64
2, 5935, Control_c, 0, 7, 63
2, 6031, Control_c, 0, 7, 61
2, 6127, Control_c, 0, 7, 59
2, 6223, Control_c, 0, 7, 58
2, 6319, Control_c, 0, 7, 56
2, 6415, Control_c, 0, 7, 55
2, 6511, Control_c, 0, 7, 53
2, 6607, Control_c, 0, 7, 51
2, 6703, Control_c, 0, 7, 50
2, 6799, Control_c, 0, 7, 48
2, 6895, Control_c, 0, 7, 47
2, 7078, Note_off_c, 0, 77, 0
2, 8169, Control_c, 0, 7, 77
2, 8196, Note_on_c, 0, 82, 69
2, 8676, Note_off_c, 0, 82, 0
2, 8738, Note_on_c, 0, 70, 84
2, 9184, Note_off_c, 0, 70, 0
2, 9751, Note_on_c, 0, 73, 64
2, 9942, Note_off_c, 0, 73, 0
2, 9999, Note_on_c, 0, 70, 64
2, 10204, Note_off_c, 0, 70, 0
2, 10261, Note_on_c, 0, 76, 67
2, 10909, Control_c, 0, 7, 78
2, 11194, Control_c, 0, 7, 79
2, 11214, Note_off_c, 0, 76, 0
2, 11276, Note_on_c, 0, 72, 65
2, 11289, Control_c, 0, 7, 80
2, 11479, Control_c, 0, 7, 81
2, 11574, Control_c, 0, 7, 82
2, 11764, Control_c, 0, 7, 83
2, 11859, Control_c, 0, 7, 84
2, 11954, Control_c, 0, 7, 85
2, 12049, Control_c, 0, 7, 86
2, 12144, Control_c, 0, 7, 87
2, 12239, Control_c, 0, 7, 88
2, 12334, Control_c, 0, 7, 89
2, 12429, Control_c, 0, 7, 90
2, 12619, Control_c, 0, 7, 91
2, 12714, Control_c, 0, 7, 92
2, 12809, Control_c, 0, 7, 93
2, 12904, Control_c, 0, 7, 94
2, 12999, Control_c, 0, 7, 95
2, 13094, Control_c, 0, 7, 96
2, 13280, Note_off_c, 0, 72, 0
2, 13284, Control_c, 0, 7, 97
2, 13379, Control_c, 0, 7, 98
2, 13474, Control_c, 0, 7, 99
2, 13664, Control_c, 0, 7, 100
2, 13854, Control_c, 0, 7, 101
2, 14330, Control_c, 0, 7, 102
2, 14357, Note_on_c, 0, 73, 65
2, 15310, Note_off_c, 0, 73, 0
2, 15372, Note_on_c, 0, 70, 63
2, 15815, Note_off_c, 0, 70, 0
2, 16293, Control_c, 0, 7, 77
2, 16388, Note_on_c, 0, 82, 69
2, 16868, Note_off_c, 0, 82, 0
2, 16930, Note_on_c, 0, 70, 84
2, 17376, Note_off_c, 0, 70, 0
2, 17943, Note_on_c, 0, 73, 64
2, 18134, Note_off_c, 0, 73, 0
2, 18191, Note_on_c, 0, 70, 64
2, 18396, Note_off_c, 0, 70, 0
2, 18453, Note_on_c, 0, 76, 67
2, 18726, Control_c, 0, 7, 78
2, 18826, Control_c, 0, 7, 80
2, 18926, Control_c, 0, 7, 81
2, 19026, Control_c, 0, 7, 82
2, 19126, Control_c, 0, 7, 84
2, 19226, Control_c, 0, 7, 85
2, 19441, Control_c, 0, 7, 86
2, 19540, Control_c, 0, 7, 85
2, 19738, Control_c, 0, 7, 84
2, 19837, Control_c, 0, 7, 82
2, 19936, Control_c, 0, 7, 81
2, 20035, Control_c, 0, 7, 80
2, 20134, Control_c, 0, 7, 78
2, 20233, Control_c, 0, 7, 77
2, 20418, Note_off_c, 0, 76, 0
2, 20484, Note_on_c, 0, 77, 69
2, 20964, Note_off_c, 0, 77, 0
2, 21026, Note_on_c, 0, 65, 84
2, 21472, Note_off_c, 0, 65, 0
2, 22039, Note_on_c, 0, 85, 64
2, 22230, Note_off_c, 0, 85, 0
2, 22287, Note_on_c, 0, 82, 64
2, 22394, Note_off_c, 0, 82, 0
2, 22549, Note_on_c, 0, 82, 67
2, 23474, Control_c, 0, 7, 78
2, 23502, Note_off_c, 0, 82, 0
2, 23564, Note_on_c, 0, 80, 65
2, 23756, Control_c, 0, 7, 79
2, 24038, Control_c, 0, 7, 80
2, 24226, Control_c, 0, 7, 81
2, 24508, Control_c, 0, 7, 82
2, 24514, Note_off_c, 0, 80, 0
2, 24580, Note_on_c, 0, 82, 69
